submission_id,RT,adj_cond,age,botresponse,comments,condition,context,context_picture,education,enjoyment,experiment_id,fairprice,item,languages,picture,problems,question1,question2,response,sentence,sex,size_adj,size_target,startTime,text,trial_name,trial_number,understand
219,NA,incongruent,29,sarah,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,1.0,primates,"English, Portuguese",images/spider-monkey.png,No,That's a big,NA,monkey,You say to your friend:,male,big,small,1565033306668,This one is also in the parade.,main2,1,yes
219,NA,incongruent,29,sarah,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,1.0,dogs,"English, Portuguese",images/chihuahua.png,No,That's a big,NA,dog,You say to your friend:,male,big,small,1565033306668,This one is also in the parade.,main2,2,yes
219,NA,incongruent,29,sarah,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,1.0,fish,"English, Portuguese",images/swordfish.png,No,That's a small,NA,fish,You say to your friend:,male,small,big,1565033306668,This one is also in the parade.,main2,3,yes
218,NA,incongruent,25,sarah,NA,prenominal,You see the following items in a landscape.,images/landscape_big.png,some_college,1,6,1,trees,English,images/redwood.png,NA,That's a small,NA,branch,You say to your friend:,male,small,big,1565033355023,This one is also in the landscape.,main1,1,confused
218,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,some_college,1,6,1,primates,English,images/spider-monkey.png,NA,That's a big,NA,tail,You say to your friend:,male,big,small,1565033355023,This one is also in the parade.,main1,2,confused
218,NA,incongruent,25,sarah,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,some_college,1,6,1,flowers,English,images/daisy.png,NA,That's a big,NA,flower,You say to your friend:,male,big,small,1565033355023,This one is also in the collection.,main1,3,confused
218,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,some_college,1,6,1,birds,English,images/swan.png,NA,That's a small,NA,goose,You say to your friend:,male,small,big,1565033355023,This one is also in the parade.,main2,1,confused
218,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,some_college,1,6,1,fish,English,images/swordfish.png,NA,That's a small,NA,swordfish,You say to your friend:,male,small,big,1565033355023,This one is also in the parade.,main2,2,confused
218,NA,incongruent,25,sarah,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,some_college,1,6,1,dogs,English,images/chihuahua.png,NA,That's a big,NA,dog,You say to your friend:,male,big,small,1565033355023,This one is also in the parade.,main2,3,confused
217,NA,congruent,43,Barbara,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,some_college,1,6,0.50,flowers,English,images/daisy.png,No.,That's a small,NA,Daisy,You say to your friend:,female,small,small,1565033310822,This one is also in the collection.,main1,1,yes
217,NA,congruent,43,Barbara,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,some_college,1,6,0.50,fish,English,images/swordfish.png,No.,That's a big,NA,Swordfish,You say to your friend:,female,big,big,1565033310822,This one is also in the parade.,main1,2,yes
217,NA,congruent,43,Barbara,NA,prenominal,You see a parade of animals.,images/animal_parade_big.png,some_college,1,6,0.50,dogs,English,images/great-dane.png,No.,That's a big,NA,Dog,You say to your friend:,female,big,big,1565033310822,This one is also in the parade.,main1,3,yes
217,NA,congruent,43,Barbara,NA,prenominal,You see a parade of animals.,images/primates_parade_big.png,some_college,1,6,0.50,primates,English,images/gorilla.png,No.,That's a big,NA,Gorilla,You say to your friend:,female,big,big,1565033310822,This one is also in the parade.,main2,1,yes
217,NA,congruent,43,Barbara,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,some_college,1,6,0.50,trees,English,images/bonsai.png,No.,That's a small,NA,Bonsai Tree,You say to your friend:,female,small,small,1565033310822,This one is also in the landscape.,main2,2,yes
217,NA,congruent,43,Barbara,NA,prenominal,You see a parade of animals.,images/birds_parade_small.png,some_college,1,6,0.50,birds,English,images/hummingbird.png,No.,That's a small,NA,Hummingbird,You say to your friend:,female,small,small,1565033310822,This one is also in the parade.,main2,3,yes
216,NA,congruent,32,susan,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,some_college,2,6,1.00,birds,English,images/swan.png,no,That,is big.,swan,You say to your friend:,female,big,big,1565033406474,This one is also in the parade.,main1,1,yes
216,NA,congruent,32,susan,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,some_college,2,6,1.00,dogs,English,images/chihuahua.png,no,That,is small.,dog,You say to your friend:,female,small,small,1565033406474,This one is also in the parade.,main1,2,yes
216,NA,congruent,32,susan,NA,predicative,You see a parade of animals.,images/fish_parade_big.png,some_college,2,6,1.00,fish,English,images/swordfish.png,no,That,is big.,swordfish,You say to your friend:,female,big,big,1565033406474,This one is also in the parade.,main1,3,yes
216,NA,congruent,32,susan,NA,predicative,You see a collection of plants.,images/plant_parade_small.png,some_college,2,6,1.00,flowers,English,images/daisy.png,no,That,is small.,plant,You say to your friend:,female,small,small,1565033406474,This one is also in the collection.,main2,1,yes
216,NA,congruent,32,susan,NA,predicative,You see a parade of animals.,images/primates_parade_big.png,some_college,2,6,1.00,primates,English,images/gorilla.png,no,That,is big.,gorilla,You say to your friend:,female,big,big,1565033406474,This one is also in the parade.,main2,2,yes
216,NA,congruent,32,susan,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,some_college,2,6,1.00,trees,English,images/bonsai.png,no,That,is small.,tree,You say to your friend:,female,small,small,1565033406474,This one is also in the landscape.,main2,3,yes
215,NA,incongruent,22,jennifer,NA,prenominal,You see a parade of animals.,images/primates_parade_big.png,graduated_college,2,6,.50,primates,English,images/gorilla.png,No.,That's a small,NA,gorilla,You say to your friend:,male,small,big,1565033326165,This one is also in the parade.,main1,1,yes
215,NA,incongruent,22,jennifer,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,graduated_college,2,6,.50,trees,English,images/bonsai.png,No.,That's a big,NA,tree,You say to your friend:,male,big,small,1565033326165,This one is also in the landscape.,main1,2,yes
215,NA,incongruent,22,jennifer,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,graduated_college,2,6,.50,fish,English,images/swordfish.png,No.,That's a small,NA,swordfish,You say to your friend:,male,small,big,1565033326165,This one is also in the parade.,main1,3,yes
215,NA,incongruent,22,jennifer,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_college,2,6,.50,birds,English,images/swan.png,No.,That's a small,NA,swan,You say to your friend:,male,small,big,1565033326165,This one is also in the parade.,main2,1,yes
215,NA,incongruent,22,jennifer,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,graduated_college,2,6,.50,flowers,English,images/daisy.png,No.,That's a big,NA,flower,You say to your friend:,male,big,small,1565033326165,This one is also in the collection.,main2,2,yes
215,NA,incongruent,22,jennifer,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_college,2,6,.50,dogs,English,images/chihuahua.png,No.,That's a big,NA,dog,You say to your friend:,male,big,small,1565033326165,This one is also in the parade.,main2,3,yes
214,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/primates_parade_big.png,some_college,2,6,0.5,primates,English,images/gorilla.png,No,That's a big,NA,gorilla,You say to your friend:,female,big,big,1565033260020,This one is also in the parade.,main1,1,yes
214,NA,congruent,59,sarah,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,some_college,2,6,0.5,flowers,English,images/daisy.png,No,That's a small,NA,flower,You say to your friend:,female,small,small,1565033260020,This one is also in the collection.,main1,2,yes
214,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/fish_parade_small.png,some_college,2,6,0.5,fish,English,images/goldfish.png,No,That's a small,NA,fish,You say to your friend:,female,small,small,1565033260020,This one is also in the parade.,main1,3,yes
214,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/birds_parade_small.png,some_college,2,6,0.5,birds,English,images/hummingbird.png,No,That's a small,NA,hummingbird,You say to your friend:,female,small,small,1565033260020,This one is also in the parade.,main2,1,yes
214,NA,congruent,59,sarah,NA,prenominal,You see the following items in a landscape.,images/landscape_big.png,some_college,2,6,0.5,trees,English,images/redwood.png,No,That's a big,NA,tree,You say to your friend:,female,big,big,1565033260020,This one is also in the landscape.,main2,2,yes
214,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/animal_parade_big.png,some_college,2,6,0.5,dogs,English,images/great-dane.png,No,That's a big,NA,dog,You say to your friend:,female,big,big,1565033260020,This one is also in the parade.,main2,3,yes
213,NA,incongruent,25,jessica,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,some_college,1,6,0.50,trees,English,images/bonsai.png,NA,That's a big,NA,bonsai,You say to your friend:,male,big,small,1565033316253,This one is also in the landscape.,main1,1,yes
213,NA,incongruent,25,jessica,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,some_college,1,6,0.50,birds,English,images/swan.png,NA,That's a small,NA,swan,You say to your friend:,male,small,big,1565033316253,This one is also in the parade.,main1,2,yes
213,NA,incongruent,25,jessica,NA,prenominal,You see a parade of animals.,images/primates_parade_big.png,some_college,1,6,0.50,primates,English,images/gorilla.png,NA,That's a small,NA,gorilla,You say to your friend:,male,small,big,1565033316253,This one is also in the parade.,main1,3,yes
213,NA,incongruent,25,jessica,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,some_college,1,6,0.50,fish,English,images/swordfish.png,NA,That's a small,NA,marlin,You say to your friend:,male,small,big,1565033316253,This one is also in the parade.,main2,1,yes
213,NA,incongruent,25,jessica,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,some_college,1,6,0.50,dogs,English,images/chihuahua.png,NA,That's a big,NA,dog,You say to your friend:,male,big,small,1565033316253,This one is also in the parade.,main2,2,yes
213,NA,incongruent,25,jessica,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,some_college,1,6,0.50,flowers,English,images/daisy.png,NA,That's a big,NA,plant,You say to your friend:,male,big,small,1565033316253,This one is also in the collection.,main2,3,yes
212,NA,congruent,36,jennifer,n/a,prenominal,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,2.00,fish,english,images/swordfish.png,no,That's a big,NA,shark,You say to your friend:,male,big,big,1565033075278,This one is also in the parade.,main1,1,yes
212,NA,congruent,36,jennifer,n/a,prenominal,You see the following items in a landscape.,images/landscape_small.png,graduated_college,1,6,2.00,trees,english,images/bonsai.png,no,That's a small,NA,plant,You say to your friend:,male,small,small,1565033075278,This one is also in the landscape.,main1,2,yes
212,NA,congruent,36,jennifer,n/a,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,2.00,primates,english,images/spider-monkey.png,no,That's a small,NA,monkey,You say to your friend:,male,small,small,1565033075278,This one is also in the parade.,main1,3,yes
212,NA,congruent,36,jennifer,n/a,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,2.00,flowers,english,images/sunflower.png,no,That's a big,NA,flower,You say to your friend:,male,big,big,1565033075278,This one is also in the collection.,main2,1,yes
212,NA,congruent,36,jennifer,n/a,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,2.00,dogs,english,images/chihuahua.png,no,That's a small,NA,wolf,You say to your friend:,male,small,small,1565033075278,This one is also in the parade.,main2,2,yes
212,NA,congruent,36,jennifer,n/a,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_college,1,6,2.00,birds,english,images/swan.png,no,That's a big,NA,duck,You say to your friend:,male,big,big,1565033075278,This one is also in the parade.,main2,3,yes
211,NA,incongruent,36,sarah,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,some_college,0,6,.50,trees,English,images/bonsai.png,No,That's a big,NA,tree,You say to your friend:,female,big,small,1565033129343,This one is also in the landscape.,main1,1,confused
211,NA,incongruent,36,sarah,NA,prenominal,You see a parade of animals.,images/birds_parade_small.png,some_college,0,6,.50,birds,English,images/hummingbird.png,No,That's a big,NA,gorilla,You say to your friend:,female,big,small,1565033129343,This one is also in the parade.,main1,2,confused
211,NA,incongruent,36,sarah,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,some_college,0,6,.50,fish,English,images/swordfish.png,No,That's a small,NA,crab,You say to your friend:,female,small,big,1565033129343,This one is also in the parade.,main1,3,confused
211,NA,incongruent,36,sarah,NA,prenominal,You see a parade of animals.,images/animal_parade_big.png,some_college,0,6,.50,dogs,English,images/great-dane.png,No,That's a small,NA,squirrel,You say to your friend:,female,small,big,1565033129343,This one is also in the parade.,main2,1,confused
211,NA,incongruent,36,sarah,NA,prenominal,You see a parade of animals.,images/primates_parade_big.png,some_college,0,6,.50,primates,English,images/gorilla.png,No,That's a small,NA,koala,You say to your friend:,female,small,big,1565033129343,This one is also in the parade.,main2,2,confused
211,NA,incongruent,36,sarah,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,some_college,0,6,.50,flowers,English,images/daisy.png,No,That's a big,NA,tree,You say to your friend:,female,big,small,1565033129343,This one is also in the collection.,main2,3,confused
210,NA,congruent,33,MARGARET,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,0.3,dogs,ENGLISH,images/chihuahua.png,NA,That,is small.,DOG,You say to your friend:,male,small,small,1565032761165,This one is also in the parade.,main1,1,yes
210,NA,congruent,33,MARGARET,NA,predicative,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,0.3,primates,ENGLISH,images/spider-monkey.png,NA,That,is small.,MONKEY,You say to your friend:,male,small,small,1565032761165,This one is also in the parade.,main1,2,yes
210,NA,congruent,33,MARGARET,NA,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_college,1,6,0.3,fish,ENGLISH,images/goldfish.png,NA,That,is small.,FISH,You say to your friend:,male,small,small,1565032761165,This one is also in the parade.,main1,3,yes
210,NA,congruent,33,MARGARET,NA,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,0.3,flowers,ENGLISH,images/sunflower.png,NA,That,is big.,TREE,You say to your friend:,male,big,big,1565032761165,This one is also in the collection.,main2,1,yes
210,NA,congruent,33,MARGARET,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,graduated_college,1,6,0.3,birds,ENGLISH,images/swan.png,NA,That,is big.,CORILA,You say to your friend:,male,big,big,1565032761165,This one is also in the parade.,main2,2,yes
210,NA,congruent,33,MARGARET,NA,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,0.3,trees,ENGLISH,images/redwood.png,NA,That,is big.,TREE,You say to your friend:,male,big,big,1565032761165,This one is also in the landscape.,main2,3,yes
209,NA,incongruent,31,elizabeth,NA,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,.6,flowers,english,images/sunflower.png,NA,That's a small,NA,sunflower,You say to your friend:,female,small,big,1565033117442,This one is also in the collection.,main1,1,yes
209,NA,incongruent,31,elizabeth,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_college,1,6,.6,birds,english,images/swan.png,NA,That's a small,NA,swan,You say to your friend:,female,small,big,1565033117442,This one is also in the parade.,main1,2,yes
209,NA,incongruent,31,elizabeth,NA,prenominal,You see a parade of animals.,images/animal_parade_big.png,graduated_college,1,6,.6,dogs,english,images/great-dane.png,NA,That's a small,NA,dog,You say to your friend:,female,small,big,1565033117442,This one is also in the parade.,main1,3,yes
209,NA,incongruent,31,elizabeth,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,.6,primates,english,images/spider-monkey.png,NA,That's a big,NA,monkey,You say to your friend:,female,big,small,1565033117442,This one is also in the parade.,main2,1,yes
209,NA,incongruent,31,elizabeth,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,graduated_college,1,6,.6,trees,english,images/bonsai.png,NA,That's a big,NA,tree,You say to your friend:,female,big,small,1565033117442,This one is also in the landscape.,main2,2,yes
209,NA,incongruent,31,elizabeth,NA,prenominal,You see a parade of animals.,images/fish_parade_small.png,graduated_college,1,6,.6,fish,english,images/goldfish.png,NA,That's a big,NA,gold fish,You say to your friend:,female,big,small,1565033117442,This one is also in the parade.,main2,3,yes
208,NA,congruent,36,patricia,NA,predicative,You see a parade of animals.,images/animal_parade_big.png,graduated_college,1,6,.5,dogs,English,images/great-dane.png,NA,That,is big.,dog,You say to your friend:,male,big,big,1565033164926,This one is also in the parade.,main1,1,yes
208,NA,congruent,36,patricia,NA,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,.5,birds,English,images/hummingbird.png,NA,That,is small.,bird,You say to your friend:,male,small,small,1565033164926,This one is also in the parade.,main1,2,yes
208,NA,congruent,36,patricia,NA,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_college,1,6,.5,flowers,English,images/sunflower.png,NA,That,is big.,flower,You say to your friend:,male,big,big,1565033164926,This one is also in the collection.,main1,3,yes
208,NA,congruent,36,patricia,NA,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,.5,trees,English,images/redwood.png,NA,That,is big.,tree,You say to your friend:,male,big,big,1565033164926,This one is also in the landscape.,main2,1,yes
208,NA,congruent,36,patricia,NA,predicative,You see a parade of animals.,images/primates_parade_small.png,graduated_college,1,6,.5,primates,English,images/spider-monkey.png,NA,That,is small.,monkey,You say to your friend:,male,small,small,1565033164926,This one is also in the parade.,main2,2,yes
208,NA,congruent,36,patricia,NA,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_college,1,6,.5,fish,English,images/goldfish.png,NA,That,is small.,fish,You say to your friend:,male,small,small,1565033164926,This one is also in the parade.,main2,3,yes
207,NA,congruent,59,sarah,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,higher_degree,2,6,.75,flowers,English,images/daisy.png,no,That's a small,NA,flower,You say to your friend:,female,small,small,1565032865737,This one is also in the collection.,main1,1,yes
207,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/primates_parade_big.png,higher_degree,2,6,.75,primates,English,images/gorilla.png,no,That's a big,NA,gorilla,You say to your friend:,female,big,big,1565032865737,This one is also in the parade.,main1,2,yes
207,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/animal_parade_big.png,higher_degree,2,6,.75,dogs,English,images/great-dane.png,no,That's a big,NA,dog,You say to your friend:,female,big,big,1565032865737,This one is also in the parade.,main1,3,yes
207,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,higher_degree,2,6,.75,fish,English,images/swordfish.png,no,That's a big,NA,swordfish,You say to your friend:,female,big,big,1565032865737,This one is also in the parade.,main2,1,yes
207,NA,congruent,59,sarah,NA,prenominal,You see a parade of animals.,images/birds_parade_small.png,higher_degree,2,6,.75,birds,English,images/hummingbird.png,no,That's a small,NA,hummingbird,You say to your friend:,female,small,small,1565032865737,This one is also in the parade.,main2,2,yes
207,NA,congruent,59,sarah,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,higher_degree,2,6,.75,trees,English,images/bonsai.png,no,That's a small,NA,bonsai,You say to your friend:,female,small,small,1565032865737,This one is also in the landscape.,main2,3,yes
206,NA,incongruent,37,jessica,NA,predicative,You see a collection of plants.,images/plant_parade_big.png,graduated_high_school,2,6,.50,flowers,English,images/sunflower.png,NA,That,is small.,flower,You say to your friend:,male,small,big,1565033118839,This one is also in the collection.,main1,1,yes
206,NA,incongruent,37,jessica,NA,predicative,You see a parade of animals.,images/birds_parade_big.png,graduated_high_school,2,6,.50,birds,English,images/swan.png,NA,That,is small.,swan,You say to your friend:,male,small,big,1565033118839,This one is also in the parade.,main1,2,yes
206,NA,incongruent,37,jessica,NA,predicative,You see a parade of animals.,images/fish_parade_small.png,graduated_high_school,2,6,.50,fish,English,images/goldfish.png,NA,That,is big.,fish,You say to your friend:,male,big,small,1565033118839,This one is also in the parade.,main1,3,yes
206,NA,incongruent,37,jessica,NA,predicative,You see a parade of animals.,images/primates_parade_small.png,graduated_high_school,2,6,.50,primates,English,images/spider-monkey.png,NA,That,is big.,monkey,You say to your friend:,male,big,small,1565033118839,This one is also in the parade.,main2,1,yes
206,NA,incongruent,37,jessica,NA,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_high_school,2,6,.50,dogs,English,images/chihuahua.png,NA,That,is big.,dog,You say to your friend:,male,big,small,1565033118839,This one is also in the parade.,main2,2,yes
206,NA,incongruent,37,jessica,NA,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_high_school,2,6,.50,trees,English,images/redwood.png,NA,That,is small.,tree,You say to your friend:,male,small,big,1565033118839,This one is also in the landscape.,main2,3,yes
205,NA,congruent,31,Linda,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,graduated_college,2,6,.50,dogs,English,images/chihuahua.png,no,That's a small,NA,dog,You say to your friend:,male,small,small,1565033037143,This one is also in the parade.,main1,1,yes
205,NA,congruent,31,Linda,NA,prenominal,You see a collection of plants.,images/plant_parade_big.png,graduated_college,2,6,.50,flowers,English,images/sunflower.png,no,That's a big,NA,sunflower,You say to your friend:,male,big,big,1565033037143,This one is also in the collection.,main1,2,yes
205,NA,congruent,31,Linda,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,graduated_college,2,6,.50,trees,English,images/bonsai.png,no,That's a small,NA,bonzai,You say to your friend:,male,small,small,1565033037143,This one is also in the landscape.,main1,3,yes
205,NA,congruent,31,Linda,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,graduated_college,2,6,.50,fish,English,images/swordfish.png,no,That's a big,NA,swordfish,You say to your friend:,male,big,big,1565033037143,This one is also in the parade.,main2,1,yes
205,NA,congruent,31,Linda,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,graduated_college,2,6,.50,primates,English,images/spider-monkey.png,no,That's a small,NA,monkey,You say to your friend:,male,small,small,1565033037143,This one is also in the parade.,main2,2,yes
205,NA,congruent,31,Linda,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,graduated_college,2,6,.50,birds,English,images/swan.png,no,That's a big,NA,swan,You say to your friend:,male,big,big,1565033037143,This one is also in the parade.,main2,3,yes
204,NA,congruent,22,linda,NA,predicative,You see a parade of animals.,images/fish_parade_small.png,some_college,1,6,0.50,fish,English,images/goldfish.png,No,That,is small.,fish,You say to your friend:,male,small,small,1565033082381,This one is also in the parade.,main1,1,yes
204,NA,congruent,22,linda,NA,predicative,You see a collection of plants.,images/plant_parade_big.png,some_college,1,6,0.50,flowers,English,images/sunflower.png,No,That,is big.,plant,You say to your friend:,male,big,big,1565033082381,This one is also in the collection.,main1,2,yes
204,NA,congruent,22,linda,NA,predicative,You see a parade of animals.,images/animal_parade_big.png,some_college,1,6,0.50,dogs,English,images/great-dane.png,No,That,is big.,dog,You say to your friend:,male,big,big,1565033082381,This one is also in the parade.,main1,3,yes
204,NA,congruent,22,linda,NA,predicative,You see a parade of animals.,images/primates_parade_big.png,some_college,1,6,0.50,primates,English,images/gorilla.png,No,That,is big.,gorilla,You say to your friend:,male,big,big,1565033082381,This one is also in the parade.,main2,1,yes
204,NA,congruent,22,linda,NA,predicative,You see the following items in a landscape.,images/landscape_small.png,some_college,1,6,0.50,trees,English,images/bonsai.png,No,That,is small.,plant,You say to your friend:,male,small,small,1565033082381,This one is also in the landscape.,main2,2,yes
204,NA,congruent,22,linda,NA,predicative,You see a parade of animals.,images/birds_parade_small.png,some_college,1,6,0.50,birds,English,images/hummingbird.png,No,That,is small.,bird,You say to your friend:,male,small,small,1565033082381,This one is also in the parade.,main2,3,yes
203,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/birds_parade_big.png,higher_degree,2,6,0.5,birds,english,images/swan.png,no,That's a small,NA,swan,You say to your friend:,female,small,big,1565033056211,This one is also in the parade.,main1,1,confused
203,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/animal_parade_small.png,higher_degree,2,6,0.5,dogs,english,images/chihuahua.png,no,That's a big,NA,chihuaha,You say to your friend:,female,big,small,1565033056211,This one is also in the parade.,main1,2,confused
203,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/primates_parade_big.png,higher_degree,2,6,0.5,primates,english,images/gorilla.png,no,That's a small,NA,gorilla,You say to your friend:,female,small,big,1565033056211,This one is also in the parade.,main1,3,confused
203,NA,incongruent,29,barbara,NA,prenominal,You see the following items in a landscape.,images/landscape_small.png,higher_degree,2,6,0.5,trees,english,images/bonsai.png,no,That's a big,NA,bonsai,You say to your friend:,female,big,small,1565033056211,This one is also in the landscape.,main2,1,confused
203,NA,incongruent,29,barbara,NA,prenominal,You see a collection of plants.,images/plant_parade_big.png,higher_degree,2,6,0.5,flowers,english,images/sunflower.png,no,That's a small,NA,sunflower,You say to your friend:,female,small,big,1565033056211,This one is also in the collection.,main2,2,confused
203,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/fish_parade_small.png,higher_degree,2,6,0.5,fish,english,images/goldfish.png,no,That's a big,NA,goldfish,You say to your friend:,female,big,small,1565033056211,This one is also in the parade.,main2,3,confused
202,NA,congruent,30,patricia,it was fun thanks so much,predicative,You see a collection of plants.,images/plant_parade_small.png,graduated_college,1,6,1,flowers,english,images/daisy.png,no,That,is small.,plant,You say to your friend:,female,small,small,1565032945949,This one is also in the collection.,main1,1,yes
202,NA,congruent,30,patricia,it was fun thanks so much,predicative,You see a parade of animals.,images/fish_parade_big.png,graduated_college,1,6,1,fish,english,images/swordfish.png,no,That,is big.,swordfish,You say to your friend:,female,big,big,1565032945949,This one is also in the parade.,main1,2,yes
202,NA,congruent,30,patricia,it was fun thanks so much,predicative,You see a parade of animals.,images/animal_parade_small.png,graduated_college,1,6,1,dogs,english,images/chihuahua.png,no,That,is small.,dog,You say to your friend:,female,small,small,1565032945949,This one is also in the parade.,main1,3,yes
202,NA,congruent,30,patricia,it was fun thanks so much,predicative,You see a parade of animals.,images/birds_parade_small.png,graduated_college,1,6,1,birds,english,images/hummingbird.png,no,That,is small.,bird,You say to your friend:,female,small,small,1565032945949,This one is also in the parade.,main2,1,yes
202,NA,congruent,30,patricia,it was fun thanks so much,predicative,You see a parade of animals.,images/primates_parade_big.png,graduated_college,1,6,1,primates,english,images/gorilla.png,no,That,is big.,gorilla,You say to your friend:,female,big,big,1565032945949,This one is also in the parade.,main2,2,yes
202,NA,congruent,30,patricia,it was fun thanks so much,predicative,You see the following items in a landscape.,images/landscape_big.png,graduated_college,1,6,1,trees,english,images/redwood.png,no,That,is big.,tree,You say to your friend:,female,big,big,1565032945949,This one is also in the landscape.,main2,3,yes
201,NA,incongruent,29,barbara,NA,prenominal,You see the following items in a landscape.,images/landscape_big.png,some_college,1,6,0.75,trees,English,images/redwood.png,na,That's a small,NA,tree,You say to your friend:,male,small,big,1565032861056,This one is also in the landscape.,main1,1,yes
201,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/fish_parade_big.png,some_college,1,6,0.75,fish,English,images/swordfish.png,na,That's a small,NA,fish,You say to your friend:,male,small,big,1565032861056,This one is also in the parade.,main1,2,yes
201,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/primates_parade_small.png,some_college,1,6,0.75,primates,English,images/spider-monkey.png,na,That's a big,NA,monkey,You say to your friend:,male,big,small,1565032861056,This one is also in the parade.,main1,3,yes
201,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/animal_parade_big.png,some_college,1,6,0.75,dogs,English,images/great-dane.png,na,That's a small,NA,dog,You say to your friend:,male,small,big,1565032861056,This one is also in the parade.,main2,1,yes
201,NA,incongruent,29,barbara,NA,prenominal,You see a collection of plants.,images/plant_parade_small.png,some_college,1,6,0.75,flowers,English,images/daisy.png,na,That's a big,NA,flower,You say to your friend:,male,big,small,1565032861056,This one is also in the collection.,main2,2,yes
201,NA,incongruent,29,barbara,NA,prenominal,You see a parade of animals.,images/birds_parade_small.png,some_college,1,6,0.75,birds,English,images/hummingbird.png,na,That's a big,NA,bird,You say to your friend:,male,big,small,1565032861056,This one is also in the parade.,main2,3,yes
